text,emotion_names,emotions_emojis,true_explanations
"Kal presentation deni thi tha, aur mujhe ghabrahat ka ehsaas hua. Jab se acha response mila, mein umeed mehsoos kar raha hoon.","['ghabrahat', 'umeed']","ghabrahat 😰, umeed 🌈","{'ghabrahat': 'kyunke presentation deni thi', 'umeed': 'kyunke acha response mila'}"
"Aaj mein kisi ne jhoot bola, is liye mein gussa mehsoos kar raha hoon. Mujhe lagta hai ke mujhe promotion mil gaya, aur is wajah se khushi ho rahi hai.","['gussa', 'khushi']","gussa 😠, khushi 😊","{'gussa': 'kyunke kisi ne jhoot bola', 'khushi': 'kyunke mujhe promotion mil gaya'}"
"Mein koi reply nahi de raha tha ke baare mein soch raha tha, is liye bechaini mehsoos hui. Mujhe lagta hai ke dost ne achanak gift diya, aur is wajah se hairani ho rahi hai.","['bechaini', 'hairani']","bechaini 😟, hairani 😮","{'bechaini': 'kyunke koi reply nahi de raha tha', 'hairani': 'kyunke dost ne achanak gift diya'}"
Pehli baar yaadein satane lagi aur uss lamhe mein mujhe udaasi mehsoos hui.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke yaadein satane lagi'}
"Mujhe lagta hai ke kisi ne dil ki baat boli, aur is wajah se jazbaat mein aana ho rahi hai.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}
"Mujhe lagta hai ke naye moka mila, aur is wajah se umeed ho rahi hai. family surprise party di ke baad mera dil khushi se bhar gaya.","['umeed', 'khushi']","umeed 🌈, khushi 😊","{'umeed': 'kyunke naye moka mila', 'khushi': 'kyunke family surprise party di'}"
"Pehli baar mein ne apna goal achieve kiya aur uss lamhe mein mujhe khushi mehsoos hui. Aaj mein best friend ne city chhor di, is liye mein gham mehsoos kar raha hoon.","['khushi', 'gham']","khushi 😊, gham 😢","{'khushi': 'kyunke mein ne apna goal achieve kiya', 'gham': 'kyunke best friend ne city chhor di'}"
"Jab se mehnat ki hai, mein umeed mehsoos kar raha hoon. Kal unexpected result aaya tha, aur mujhe hairani ka ehsaas hua.","['umeed', 'hairani']","umeed 🌈, hairani 😮","{'umeed': 'kyunke mehnat ki hai', 'hairani': 'kyunke unexpected result aaya'}"
jazbaat mein aana ka sabab yeh tha ke old memories yaad aayi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke old memories yaad aayi'}
"Kal kisi ne dil ki baat boli tha, aur mujhe jazbaat mein aana ka ehsaas hua.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}
"Kal pet mar gaya tha, aur mujhe gham ka ehsaas hua.",['gham'],gham 😢,{'gham': 'kyunke pet mar gaya'}
Waqt guzarta gaya aur hardwork ka phal milne wala hai ki wajah se umeed badhti gayi. Waqt guzarta gaya aur kisi ka reply nahi aaya ki wajah se bechaini badhti gayi.,"['umeed', 'bechaini']","umeed 🌈, bechaini 😟","{'umeed': 'kyunke hardwork ka phal milne wala hai', 'bechaini': 'kyunke kisi ka reply nahi aaya'}"
"naye logon se milna tha ke baad mera dil ghabrahat se bhar gaya. Mujhe lagta hai ke film emotional thi, aur is wajah se jazbaat mein aana ho rahi hai.","['ghabrahat', 'jazbaat mein aana']","ghabrahat 😰, jazbaat mein aana 🥺","{'ghabrahat': 'kyunke naye logon se milna tha', 'jazbaat mein aana': 'kyunke film emotional thi'}"
"Kal kisi ne dil se baat ki tha, aur mujhe jazbaat mein aana ka ehsaas hua. Jab se akela mehsoos kar raha tha, mein udaasi mehsoos kar raha hoon.","['jazbaat mein aana', 'udaasi']","jazbaat mein aana 🥺, udaasi 😞","{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki', 'udaasi': 'kyunke akela mehsoos kar raha tha'}"
"Kal purani diary mili tha, aur mujhe jazbaat mein aana ka ehsaas hua.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke purani diary mili'}
Pehli baar dost ne baat karna chhor diya aur uss lamhe mein mujhe udaasi mehsoos hui.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
mohabbat tab mehsoos hui jab dil uski taraf khinchta hai.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil uski taraf khinchta hai'}
"Jab se unexpected result aaya, mein hairani mehsoos kar raha hoon. Waqt guzarta gaya aur woh muskurayi ki wajah se mohabbat badhti gayi.","['hairani', 'mohabbat']","hairani 😮, mohabbat ❤️","{'hairani': 'kyunke unexpected result aaya', 'mohabbat': 'kyunke woh muskurayi'}"
"Kal film emotional thi tha, aur mujhe jazbaat mein aana ka ehsaas hua.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke film emotional thi'}
"Mein mera result acha aaya ke baare mein soch raha tha, is liye khushi mehsoos hui.",['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
"Aaj mein kisi ka reply nahi aaya, is liye mein bechaini mehsoos kar raha hoon. Mujhe lagta hai ke kisi ne dil ki baat boli, aur is wajah se jazbaat mein aana ho rahi hai.","['bechaini', 'jazbaat mein aana']","bechaini 😟, jazbaat mein aana 🥺","{'bechaini': 'kyunke kisi ka reply nahi aaya', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
ghabrahat ka sabab yeh tha ke naye logon se milna tha.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke naye logon se milna tha'}
"Aaj mein koi reply nahi de raha tha, is liye mein bechaini mehsoos kar raha hoon. Pehli baar woh har baat samajh leti hai aur uss lamhe mein mujhe mohabbat mehsoos hui.","['bechaini', 'mohabbat']","bechaini 😟, mohabbat ❤️","{'bechaini': 'kyunke koi reply nahi de raha tha', 'mohabbat': 'kyunke woh har baat samajh leti hai'}"
"Mujhe lagta hai ke naye moka mila, aur is wajah se umeed ho rahi hai.",['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
"Kal naye moka mila tha, aur mujhe umeed ka ehsaas hua. Pehli baar presentation deni thi aur uss lamhe mein mujhe ghabrahat mehsoos hui.","['umeed', 'ghabrahat']","umeed 🌈, ghabrahat 😰","{'umeed': 'kyunke naye moka mila', 'ghabrahat': 'kyunke presentation deni thi'}"
"Mein kisi apne ne dhoka diya ke baare mein soch raha tha, is liye gham mehsoos hui.",['gham'],gham 😢,{'gham': 'kyunke kisi apne ne dhoka diya'}
"Mein unexpected call aaya ke baare mein soch raha tha, is liye ghabrahat mehsoos hui.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke unexpected call aaya'}
"bechaini ka sabab yeh tha ke interview cancel hogaya. Aaj mein family surprise party di, is liye mein khushi mehsoos kar raha hoon.","['bechaini', 'khushi']","bechaini 😟, khushi 😊","{'bechaini': 'kyunke interview cancel hogaya', 'khushi': 'kyunke family surprise party di'}"
gham ka sabab yeh tha ke mera dost mujh se naraz hogaya. Waqt guzarta gaya aur naye moka mila ki wajah se umeed badhti gayi.,"['gham', 'umeed']","gham 😢, umeed 🌈","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'umeed': 'kyunke naye moka mila'}"
hardwork ka phal milne wala hai ke baad mera dil umeed se bhar gaya.,['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
"Kal woh muskurayi tha, aur mujhe mohabbat ka ehsaas hua.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh muskurayi'}
umeed ka sabab yeh tha ke acha response mila. Pehli baar birthday par sab ne wish kiya aur uss lamhe mein mujhe khushi mehsoos hui.,"['umeed', 'khushi']","umeed 🌈, khushi 😊","{'umeed': 'kyunke acha response mila', 'khushi': 'kyunke birthday par sab ne wish kiya'}"
"Aaj mein pet mar gaya, is liye mein gham mehsoos kar raha hoon.",['gham'],gham 😢,{'gham': 'kyunke pet mar gaya'}
"Aaj mein naye logon se milna tha, is liye mein ghabrahat mehsoos kar raha hoon.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke naye logon se milna tha'}
"Kal dost achanak mil gaya tha, aur mujhe hairani ka ehsaas hua.",['hairani'],hairani 😮,{'hairani': 'kyunke dost achanak mil gaya'}
"Aaj mein kisi ne jhoot bola, is liye mein gussa mehsoos kar raha hoon.",['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
mohabbat tab mehsoos hui jab woh muskurayi.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh muskurayi'}
gham ka sabab yeh tha ke mera phone kho gaya.,['gham'],gham 😢,{'gham': 'kyunke mera phone kho gaya'}
ghabrahat tab mehsoos hui jab unexpected call aaya.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke unexpected call aaya'}
"Jab se hardwork ka phal milne wala hai, mein umeed mehsoos kar raha hoon.",['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
gussa tab mehsoos hui jab kisi ne baat ka bura manaya. mera dost mujh se naraz hogaya ke baad mera dil gham se bhar gaya.,"['gussa', 'gham']","gussa 😠, gham 😢","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'gham': 'kyunke mera dost mujh se naraz hogaya'}"
khushi ka sabab yeh tha ke birthday par sab ne wish kiya.,['khushi'],khushi 😊,{'khushi': 'kyunke birthday par sab ne wish kiya'}
"Jab se film emotional thi, mein jazbaat mein aana mehsoos kar raha hoon.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke film emotional thi'}
"Jab se kisi ne dil ki baat boli, mein jazbaat mein aana mehsoos kar raha hoon.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}
"Kal mehnat ki hai tha, aur mujhe umeed ka ehsaas hua. Jab se old memories yaad aayi, mein jazbaat mein aana mehsoos kar raha hoon.","['umeed', 'jazbaat mein aana']","umeed 🌈, jazbaat mein aana 🥺","{'umeed': 'kyunke mehnat ki hai', 'jazbaat mein aana': 'kyunke old memories yaad aayi'}"
ghar ki yaad aayi ke baad mera dil udaasi se bhar gaya.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke ghar ki yaad aayi'}
kisi ka reply nahi aaya ke baad mera dil bechaini se bhar gaya.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
Waqt guzarta gaya aur support system strong hai ki wajah se umeed badhti gayi.,['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
"Jab se koi baar baar tang kar raha tha, mein gussa mehsoos kar raha hoon.",['gussa'],gussa 😠,{'gussa': 'kyunke koi baar baar tang kar raha tha'}
mohabbat tab mehsoos hui jab uski aankhon mein kuch baat thi. Waqt guzarta gaya aur unexpected call aaya ki wajah se ghabrahat badhti gayi.,"['mohabbat', 'ghabrahat']","mohabbat ❤️, ghabrahat 😰","{'mohabbat': 'kyunke uski aankhon mein kuch baat thi', 'ghabrahat': 'kyunke unexpected call aaya'}"
"Mujhe lagta hai ke dil se connect mehsoos hua, aur is wajah se mohabbat ho rahi hai.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil se connect mehsoos hua'}
khushi ka sabab yeh tha ke family surprise party di.,['khushi'],khushi 😊,{'khushi': 'kyunke family surprise party di'}
Pehli baar film emotional thi aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke film emotional thi'}
Pehli baar emotional gana suna aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke emotional gana suna'}
Pehli baar naye moka mila aur uss lamhe mein mujhe umeed mehsoos hui.,['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
"Jab se dost ne achanak gift diya, mein hairani mehsoos kar raha hoon.",['hairani'],hairani 😮,{'hairani': 'kyunke dost ne achanak gift diya'}
"Mujhe lagta hai ke kisi ne ignore kiya, aur is wajah se udaasi ho rahi hai.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke kisi ne ignore kiya'}
"Mujhe lagta hai ke naye moka mila, aur is wajah se umeed ho rahi hai. Mein dost achanak mil gaya ke baare mein soch raha tha, is liye hairani mehsoos hui.","['umeed', 'hairani']","umeed 🌈, hairani 😮","{'umeed': 'kyunke naye moka mila', 'hairani': 'kyunke dost achanak mil gaya'}"
traffic bohat tha ke baad mera dil gussa se bhar gaya. Waqt guzarta gaya aur acha response mila ki wajah se umeed badhti gayi.,"['gussa', 'umeed']","gussa 😠, umeed 🌈","{'gussa': 'kyunke traffic bohat tha', 'umeed': 'kyunke acha response mila'}"
"paper mushkil tha ke baad mera dil ghabrahat se bhar gaya. Mein ghar ki yaad aayi ke baare mein soch raha tha, is liye udaasi mehsoos hui.","['ghabrahat', 'udaasi']","ghabrahat 😰, udaasi 😞","{'ghabrahat': 'kyunke paper mushkil tha', 'udaasi': 'kyunke ghar ki yaad aayi'}"
Waqt guzarta gaya aur dil uski taraf khinchta hai ki wajah se mohabbat badhti gayi.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil uski taraf khinchta hai'}
ghabrahat tab mehsoos hui jab unexpected call aaya. mera result acha aaya ke baad mera dil khushi se bhar gaya.,"['ghabrahat', 'khushi']","ghabrahat 😰, khushi 😊","{'ghabrahat': 'kyunke unexpected call aaya', 'khushi': 'kyunke mera result acha aaya'}"
"Waqt guzarta gaya aur emotional gana suna ki wajah se jazbaat mein aana badhti gayi. Aaj mein kisi ne baat ka bura manaya, is liye mein gussa mehsoos kar raha hoon.","['jazbaat mein aana', 'gussa']","jazbaat mein aana 🥺, gussa 😠","{'jazbaat mein aana': 'kyunke emotional gana suna', 'gussa': 'kyunke kisi ne baat ka bura manaya'}"
"Kal emotional gana suna tha, aur mujhe jazbaat mein aana ka ehsaas hua. Mujhe lagta hai ke interview tha, aur is wajah se ghabrahat ho rahi hai.","['jazbaat mein aana', 'ghabrahat']","jazbaat mein aana 🥺, ghabrahat 😰","{'jazbaat mein aana': 'kyunke emotional gana suna', 'ghabrahat': 'kyunke interview tha'}"
Waqt guzarta gaya aur kisi ne ignore kiya ki wajah se udaasi badhti gayi. mera dost mujh se naraz hogaya ke baad mera dil gham se bhar gaya.,"['udaasi', 'gham']","udaasi 😞, gham 😢","{'udaasi': 'kyunke kisi ne ignore kiya', 'gham': 'kyunke mera dost mujh se naraz hogaya'}"
Pehli baar kisi ne pyar bhari baat ki aur uss lamhe mein mujhe mohabbat mehsoos hui. gussa tab mehsoos hui jab kisi ne baat ka bura manaya.,"['mohabbat', 'gussa']","mohabbat ❤️, gussa 😠","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'gussa': 'kyunke kisi ne baat ka bura manaya'}"
"naye moka mila ke baad mera dil umeed se bhar gaya. Mujhe lagta hai ke kisi ne dil se baat ki, aur is wajah se jazbaat mein aana ho rahi hai.","['umeed', 'jazbaat mein aana']","umeed 🌈, jazbaat mein aana 🥺","{'umeed': 'kyunke naye moka mila', 'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}"
"Kal old memories yaad aayi tha, aur mujhe jazbaat mein aana ka ehsaas hua. Aaj mein best friend ne city chhor di, is liye mein gham mehsoos kar raha hoon.","['jazbaat mein aana', 'gham']","jazbaat mein aana 🥺, gham 😢","{'jazbaat mein aana': 'kyunke old memories yaad aayi', 'gham': 'kyunke best friend ne city chhor di'}"
"Pehli baar ghar ki yaad aayi aur uss lamhe mein mujhe udaasi mehsoos hui. Mein kisi ne pyar bhari baat ki ke baare mein soch raha tha, is liye mohabbat mehsoos hui.","['udaasi', 'mohabbat']","udaasi 😞, mohabbat ❤️","{'udaasi': 'kyunke ghar ki yaad aayi', 'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}"
"Kal kisi ne ignore kiya tha, aur mujhe udaasi ka ehsaas hua. Kal emotional gana suna tha, aur mujhe jazbaat mein aana ka ehsaas hua.","['udaasi', 'jazbaat mein aana']","udaasi 😞, jazbaat mein aana 🥺","{'udaasi': 'kyunke kisi ne ignore kiya', 'jazbaat mein aana': 'kyunke emotional gana suna'}"
"Kal akela mehsoos kar raha hoon tha, aur mujhe udaasi ka ehsaas hua. Aaj mein old memories yaad aayi, is liye mein jazbaat mein aana mehsoos kar raha hoon.","['udaasi', 'jazbaat mein aana']","udaasi 😞, jazbaat mein aana 🥺","{'udaasi': 'kyunke akela mehsoos kar raha hoon', 'jazbaat mein aana': 'kyunke old memories yaad aayi'}"
"Kal network baar baar ja raha tha tha, aur mujhe gussa ka ehsaas hua.",['gussa'],gussa 😠,{'gussa': 'kyunke network baar baar ja raha tha'}
"Kal kisi ne unfair treat kiya tha, aur mujhe gussa ka ehsaas hua.",['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne unfair treat kiya'}
"Kal kisi ne ignore kiya tha, aur mujhe udaasi ka ehsaas hua.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke kisi ne ignore kiya'}
"Mein family surprise party di ke baare mein soch raha tha, is liye khushi mehsoos hui.",['khushi'],khushi 😊,{'khushi': 'kyunke family surprise party di'}
"Waqt guzarta gaya aur pet mar gaya ki wajah se gham badhti gayi. Kal interview tha tha, aur mujhe ghabrahat ka ehsaas hua.","['gham', 'ghabrahat']","gham 😢, ghabrahat 😰","{'gham': 'kyunke pet mar gaya', 'ghabrahat': 'kyunke interview tha'}"
"Pehli baar kisi apne ne dhoka diya aur uss lamhe mein mujhe gham mehsoos hui. Mein mujhe kuch samaj nahi aa raha tha ke baare mein soch raha tha, is liye bechaini mehsoos hui.","['gham', 'bechaini']","gham 😢, bechaini 😟","{'gham': 'kyunke kisi apne ne dhoka diya', 'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha'}"
gussa ka sabab yeh tha ke koi baar baar tang kar raha tha.,['gussa'],gussa 😠,{'gussa': 'kyunke koi baar baar tang kar raha tha'}
"jazbaat mein aana tab mehsoos hui jab emotional gana suna. Aaj mein dost achanak mil gaya, is liye mein hairani mehsoos kar raha hoon.","['jazbaat mein aana', 'hairani']","jazbaat mein aana 🥺, hairani 😮","{'jazbaat mein aana': 'kyunke emotional gana suna', 'hairani': 'kyunke dost achanak mil gaya'}"
Pehli baar dost ne achanak gift diya aur uss lamhe mein mujhe hairani mehsoos hui.,['hairani'],hairani 😮,{'hairani': 'kyunke dost ne achanak gift diya'}
"Mein kisi ne pyar bhari baat ki ke baare mein soch raha tha, is liye mohabbat mehsoos hui. hairani tab mehsoos hui jab dost ne achanak gift diya.","['mohabbat', 'hairani']","mohabbat ❤️, hairani 😮","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'hairani': 'kyunke dost ne achanak gift diya'}"
"Waqt guzarta gaya aur kisi ne propose kiya ki wajah se hairani badhti gayi. Aaj mein traffic bohat tha, is liye mein gussa mehsoos kar raha hoon.","['hairani', 'gussa']","hairani 😮, gussa 😠","{'hairani': 'kyunke kisi ne propose kiya', 'gussa': 'kyunke traffic bohat tha'}"
"Waqt guzarta gaya aur unexpected result aaya ki wajah se hairani badhti gayi. Kal akela mehsoos kar raha tha tha, aur mujhe udaasi ka ehsaas hua.","['hairani', 'udaasi']","hairani 😮, udaasi 😞","{'hairani': 'kyunke unexpected result aaya', 'udaasi': 'kyunke akela mehsoos kar raha tha'}"
Pehli baar dost ne baat karna chhor diya aur uss lamhe mein mujhe udaasi mehsoos hui.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
"Mein hardwork ka phal milne wala hai ke baare mein soch raha tha, is liye umeed mehsoos hui.",['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
gham ka sabab yeh tha ke best friend ne city chhor di.,['gham'],gham 😢,{'gham': 'kyunke best friend ne city chhor di'}
dost ne baat karna chhor diya ke baad mera dil udaasi se bhar gaya.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
"Aaj mein kisi ne baat ka bura manaya, is liye mein gussa mehsoos kar raha hoon. Pehli baar ghar ki yaad aayi aur uss lamhe mein mujhe udaasi mehsoos hui.","['gussa', 'udaasi']","gussa 😠, udaasi 😞","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'udaasi': 'kyunke ghar ki yaad aayi'}"
"Jab se film emotional thi, mein jazbaat mein aana mehsoos kar raha hoon. Jab se mera naam announce hua, mein hairani mehsoos kar raha hoon.","['jazbaat mein aana', 'hairani']","jazbaat mein aana 🥺, hairani 😮","{'jazbaat mein aana': 'kyunke film emotional thi', 'hairani': 'kyunke mera naam announce hua'}"
"jazbaat mein aana tab mehsoos hui jab emotional gana suna. Aaj mein mehnat ki hai, is liye mein umeed mehsoos kar raha hoon.","['jazbaat mein aana', 'umeed']","jazbaat mein aana 🥺, umeed 🌈","{'jazbaat mein aana': 'kyunke emotional gana suna', 'umeed': 'kyunke mehnat ki hai'}"
"Mein mera dost mujh se naraz hogaya ke baare mein soch raha tha, is liye gham mehsoos hui. Mein yaadein satane lagi ke baare mein soch raha tha, is liye udaasi mehsoos hui.","['gham', 'udaasi']","gham 😢, udaasi 😞","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'udaasi': 'kyunke yaadein satane lagi'}"
